24,80,0.01,5,0.247277080019623,9.19104902801084e-07,6.68281165891799e-07,0.197985701500986,0.241768904494579
24,80,0.01,25,0.291936452669105,1.25395859395403e-07,1.28902644318264e-07,0.197684306395999,0.239992984229683
24,80,0.01,50,0.492679026685,7.11378814422497e-08,9.43557830618352e-08,0.197431987379368,0.239174516274452
24,80,0.01,100,0.720298571454329,4.07357901408567e-07,2.85526037395488e-06,0.197000513857195,0.239995090327038
24,80,0.01,150,0.685331635922791,3.83116749284013e-07,1.4032504832313e-06,0.197180418865223,0.238940530943723
24,80,0.01,200,0.933239435755899,3.52819674954045e-07,5.93689237386246e-07,0.197118417127368,0.239247954690789
24,5,0.01,80,0.339744426472219,8.90528231290565e-08,3.09113310918422e-07,0.1996389953037,0.240276441625102
24,10,0.01,80,0.299629613475955,2.26050364190255e-08,6.09624929834447e-07,0.199580344464413,0.238965617716273
24,50,0.01,80,0.925239391119248,1.40650226324578e-07,8.90953385105903e-07,0.197520179058274,0.238855674244019
24,100,0.01,80,0.343762598340592,1.62317027859252e-07,3.83941384733614e-07,0.197251578171754,0.238726775558827
24,125,0.01,80,0.515983086514815,1.05429422745514e-07,3.48488479293385e-07,0.196834419690682,0.239942566981734
12,80,0.01,80,0.34182941422204,3.46384923316736e-07,3.04373572331024e-07,0.198968576310332,0.238294178006587
24,80,0.01,80,0.579937493551771,5.03851883580395e-07,2.84463045079674e-07,0.19736701729726,0.238992021372661
46,80,0.01,80,0.598629631987911,7.56561810880463e-08,8.28778914087188e-07,0.195571579366659,0.239579154034185
120,80,0.01,80,0.423458002699101,1.19253831450425e-05,6.9086859272356e-06,0.191050979864918,0.242981149919757
24,80,0.01,80,1.54418750775286,1.79870569023878e-05,7.6752917663039e-07,0.197179408489485,0.239387187874929
24,80,0.001,80,0.462289713187866,5.3246008519759e-09,1.45256498036801e-07,0.198955332177426,0.239857530562637
24,80,0.0001,80,0.627868155123219,2.24127002089851e-09,8.68610960666074e-09,0.199850129189635,0.24043607216383
24,80,1e-06,80,0.469116190356254,2.06522152312247e-09,3.57162968765262e-14,0.200490273048498,0.24008197564906
24,80,1e-08,80,0.601739638185276,1.28129747119872e-17,1.9669650673308e-16,0.200384910770782,0.238696949863177
