24,80,0.01,5,0.138278305558878,1.08249432520918e-07,1.35750656179396e-08,0.105401913688124,0.13691891807812
24,80,0.01,25,0.322249000667985,1.53649234032944e-08,1.63368334187616e-07,0.105320767596817,0.136769949720649
24,80,0.01,50,0.20963531485048,1.92446760646179e-08,5.19854614498457e-08,0.105199621153699,0.136733264218357
24,80,0.01,100,0.714721411691632,1.9117519415916e-07,3.53737841119114e-08,0.105462694771758,0.136538424009668
24,80,0.01,150,0.225285745782535,5.62826828407075e-08,5.70745051417876e-08,0.105351216615206,0.136489188150963
24,80,0.01,200,0.163165533362453,1.32818623472812e-08,4.61375715932975e-08,0.10521093731268,0.136574106920168
24,5,0.01,80,0.14003074659804,1.74079140847594e-09,1.6171316538002e-09,0.105860111883128,0.13682313690827
24,10,0.01,80,0.144221005963403,4.1281857703536e-08,4.47064135171055e-09,0.105785129259246,0.136959416315275
24,50,0.01,80,0.194753122972719,4.41908196126691e-08,3.63185378896727e-06,0.105496157648001,0.136759575074773
24,100,0.01,80,0.452421538666129,1.61936673112948e-08,3.36726104502776e-08,0.105290120786453,0.13669716287601
24,125,0.01,80,0.19161881193398,2.13977912565727e-08,1.18064637156131e-07,0.105279567407035,0.136613990069893
12,80,0.01,80,0.147337896474612,2.11537665586279e-08,3.31231207248159e-07,0.105716506373664,0.136716329359569
24,80,0.01,80,0.15791752115299,6.3150499546256e-09,9.1597952287517e-09,0.105379839380563,0.136389090090497
46,80,0.01,80,0.242668787018104,1.45206029399749e-08,2.59230704839096e-07,0.105099656080779,0.136621180951289
120,80,0.01,80,0.161031129643307,5.48347330915632e-08,6.66201155598436e-09,0.104666975988286,0.136743034569309
24,80,0.01,80,0.232628570776623,7.48651853267006e-08,5.85708457815628e-08,0.105456945584074,0.136801475497402
24,80,0.001,80,0.199222122727723,3.46306291905282e-08,7.34628610502147e-09,0.105580995792608,0.136717956518096
24,80,0.0001,80,0.13952407936488,7.75782176011374e-10,1.2047325918065e-11,0.105950598851567,0.136814564816924
24,80,1e-06,80,0.139087204648401,2.22089880626279e-13,1.25505161659855e-13,0.105920810578379,0.136675502178989
24,80,1e-08,80,0.139280984597305,1.11621365554337e-17,4.01567287957543e-17,0.10591491619257,0.137045361217578
